dataset, annotation, gse, species, entity, technology, type, samples, duplicates, disease, child node, parent node,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11618.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11618_Annot.csv, GSE11618, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,18, , colorectal cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11622.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11622_Annot.csv, GSE11622, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,38, , skin disease, integumentary system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11626.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11626_Annot.csv, GSE11626, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,4, GSE11673, cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11670.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11670_Annot.csv, GSE11670, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,6, , myeloid leukemia, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11673.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11673_Annot.csv, GSE11673, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,4, GSE11626, cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11683.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11683_Annot.csv, GSE11683, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,6, GSE15619, breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11710.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11710_Annot.csv, GSE11710, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,19, , , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11729.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11729_Annot.csv, GSE11729, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,60, , lung cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11755.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11755_Annot.csv, GSE11755, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,41, , sepsis, bacterial infectious disease, disease by infectious agent,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11761.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11761_Annot.csv, GSE11761, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,40, , response to exercise, respiratory system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11783.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11783_Annot.csv, GSE11783, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,16, , interstitial cystitis, urinary system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11784.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11784_Annot.csv, GSE11784, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,171, GSE10006 GSE11906 GSE11952 GSE13931 GSE13933 GSE17905 GSE19407 GSE19667 GSE20257 GSE22047 GSE27681 GSE30063 GSE34450 GSE40364 GSE4498 GSE5058 GSE5060 GSE77658 GSE77659 GSE7832 GSE8545, chronic obstructive pulmonary disease, respiratory system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11791.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11791_Annot.csv, GSE11791, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,15, , breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11831.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11831_Annot.csv, GSE11831, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,17, , ulcerative colitis, gastrointestinal system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11839.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11839_Annot.csv, GSE11839, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,12, , interstitial cystitis, urinary system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11854.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11854_Annot.csv, GSE11854, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,13, , , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11864.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11864_Annot.csv, GSE11864, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,10, , , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11869.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11869_Annot.csv, GSE11869, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,75, , endometrial cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11877.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11877_Annot.csv, GSE11877, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,207, GSE68735, microcephaly with or without chorioretinopathy, lymphedema, or mental retardation, syndrome
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11881.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11881_Annot.csv, GSE11881, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,17, GSE22707, , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11882.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11882_Annot.csv, GSE11882, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,173, GSE48350, alzheimer's disease, nervous system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11883.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11883_Annot.csv, GSE11883, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,2, , cholangiocarcinoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11886.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11886_Annot.csv, GSE11886, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,33, , ankylosing spondylitis, musculoskeletal system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11906.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11906_Annot.csv, GSE11906, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,217, GSE10006 GSE10135 GSE11784 GSE11952 GSE13931 GSE13933 GSE16696 GSE17905 GSE18637 GSE19407 GSE19667 GSE19722 GSE20257 GSE22047 GSE24337 GSE26307 GSE27681 GSE30063 GSE34450 GSE40364 GSE43939 GSE4498 GSE5058 GSE5060 GSE5372 GSE77658 GSE77659 GSE7832 GSE8545, pulmonary emphysema, respiratory system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11916.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11916_Annot.csv, GSE11916, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,6, GSE11956, , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11917.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11917_Annot.csv, GSE11917, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,105, , cardiovascular system disease, cardiovascular system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11919.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11919_Annot.csv, GSE11919, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,9, , , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11940.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11940_Annot.csv, GSE11940, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,10, GSE11942, , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11941.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11941_Annot.csv, GSE11941, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,8, GSE11942, , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11942.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11942_Annot.csv, GSE11942, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,18, GSE11940 GSE11941, , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11951.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11951_Annot.csv, GSE11951, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,5, , prostate cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11952.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11952_Annot.csv, GSE11952, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,83, GSE10006 GSE11784 GSE11906 GSE13931 GSE13933 GSE17905 GSE19407 GSE19667 GSE20257 GSE22047 GSE27681 GSE30063 GSE34450 GSE40364 GSE4498 GSE5058 GSE5060 GSE77658 GSE77659 GSE7832 GSE8545, chronic obstructive pulmonary disease, respiratory system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11954.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11954_Annot.csv, GSE11954, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,4, , , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11956.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11956_Annot.csv, GSE11956, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,6, GSE11916, hepatocellular carcinoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11959.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE11959_Annot.csv, GSE11959, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,8, , breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12034.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12034_Annot.csv, GSE12034, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,6, GSE35603, , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12056.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12056_Annot.csv, GSE12056, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,20, , acute leukemia, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12079.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12079_Annot.csv, GSE12079, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,24, , reticulosarcoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12086.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12086_Annot.csv, GSE12086, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,25, , retinitis pigmentosa, nervous system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12090.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12090_Annot.csv, GSE12090, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,18, , chromophobe renal cell carcinoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12098.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12098_Annot.csv, GSE12098, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,12, , , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12102.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12102_Annot.csv, GSE12102, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,37, GSE17618 GSE17674, ewing sarcoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12108.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12108_Annot.csv, GSE12108, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,14, , tularemia, bacterial infectious disease, disease by infectious agent,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12113.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12113_Annot.csv, GSE12113, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,15, GSE37645 GSE9599, pancreatic cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12121.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12121_Annot.csv, GSE12121, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,16, , , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12131.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12131_Annot.csv, GSE12131, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,4, , , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12141.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12141_Annot.csv, GSE12141, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,2, , , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12155.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12155_Annot.csv, GSE12155, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,24, , , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12161.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12161_Annot.csv, GSE12161, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,6, , , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12172.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12172_Annot.csv, GSE12172, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,90, GSE9891 GSE9899, spindle cell carcinoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12187.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12187_Annot.csv, GSE12187, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,77, GSE24223, kidney disease, urinary system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12195.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12195_Annot.csv, GSE12195, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,136, , diffuse large b cell lymphoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12198.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12198_Annot.csv, GSE12198, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,16, , acute leukemia, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12199.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12199_Annot.csv, GSE12199, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,2, , breast cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12205.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12205_Annot.csv, GSE12205, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,12, , , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12251.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12251_Annot.csv, GSE12251, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,23, GSE23597, ulcerative colitis, gastrointestinal system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12253.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12253_Annot.csv, GSE12253, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,9, , alcohol abuse, substance-related disorder, disease of mental health,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12254.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12254_Annot.csv, GSE12254, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,20, , lassa fever, viral infectious disease, disease by infectious agent,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12261.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12261_Annot.csv, GSE12261, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,12, , , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12264.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12264_Annot.csv, GSE12264, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,15, GSE12267, , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12265.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12265_Annot.csv, GSE12265, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,19, GSE12266 GSE12267, , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12266.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12266_Annot.csv, GSE12266, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,16, GSE12265 GSE12267, , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12267.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL570/GSE12267_Annot.csv, GSE12267, Homo sapiens, Gene expression, GPL570, in situ oligonucleotide,50, GSE12264 GSE12265 GSE12266, , , ,
